article,german,level,category,plural,chapter,duolingo
,deutsch,A1,Adjective,,,1
,frisch,A2,Adjective,,,1
,genau,B2,Adjective,,,1
,gut,A1,Adjective,,1.2,1
,klar,A1,Adjective,,1.5,1
,lecker,B1,Adjective,,1.6,1
,süß,A2,Adjective,,1.3,1
,später,B2,Adjective,,1.8,1
,willkommen,A1,Adjective,,1.1,1
,bald,B1,Adverb,,,1
,bitte,,Adverb,,1.8,1
,leider,,Adverb,,2.1,1
,morgen,,Adverb,,1.5,1
,und,,Conjunction,,1.1,1
,danke,,Interjection,,,1
,hallo,,Interjection,,,1
,tschüss,,Interjection,,,1
das,Öl,A1,Noun,Öle,,1
der,Abend,A1,Noun,Abende,1.1,1
die,Ahnung,A2,Noun,Ahnungen,,1
der,Apfel,A1,Noun,Äpfel,1.6,1
der,Apfelsaft,A1,Noun,Apfelsäfte,1.6,1
der,Bär,A2,Noun,Bären,,1
die,Banane,A1,Noun,Bananen,1.6,1
die,Biene,B1,Noun,Bienen,,1
das,Bier,A1,Noun,Biere,,1
das,Brot,A1,Noun,Brote,1.6,1
das,Buch,A1,Noun,Bücher,1.7,1
das,Deutsch,A1,Noun,,1.2,1
das,Deutschland,A1,Noun,,,1
der,Durst,,Noun,,,1
das,Ei,A1,Noun,Eier,,1
das,Eis,A2,Noun,Eis,1.6,1
das,Englisch,A1,Noun,,1.2,1
die,Ente,B2,Noun,Enten,,1
die,Entschuldigung,A1,Noun,Entschuldigungen,1.1,1
die,Erdbeere,A1,Noun,Erdbeeren,,1
das,Essen,A1,Noun,Essen,,1
das,Europa,A1,Noun,,1.4,1
der,Fisch,A1,Noun,Fische,1.4,1
das,Fleisch,A1,Noun,,,1
die,Fliege,,Noun,Fliegen,,1
die,Frau,A1,Noun,Frauen,1.1,1
das,Gemüse,A1,Noun,Gemüse,,1
das,Haustier,,Noun,Haustiere,1.4,1
der,Hund,A1,Noun,Hunde,1.4,1
der,Hunger,A1,Noun,,1.4,1
das,Insekt,A1,Noun,Insekten,,1
der,Junge,A1,Noun,Jungen,1.2,1
der,Käfer,B2,Noun,Käfer,,1
der,Käse,A2,Noun,Käse,1.6,1
der,Kaffee,A1,Noun,Kaffees,,1
die,Kartoffel,,Noun,Kartoffeln,,1
die,Katze,A2,Noun,Katzen,1.4,1
das,Kind,A1,Noun,Kinder,1.3,1
die,Kuh,A1,Noun,Kühe,1.4,1
das,Mädchen,A1,Noun,Mädchen,1.2,1
der,Mann,A1,Noun,Männer,,1
die,Maus,A1,Noun,Mäuse,1.4,1
die,Milch,A1,Noun,,,1
der,Morgen,A1,Noun,Morgen,1.1,1
die,Nacht,A1,Noun,Nächte,1.1,1
die,Nudel,B2,Noun,Nudeln,,1
das,Obst,A1,Noun,,1.6,1
die,Orange,A2,Noun,Orangen,1.6,1
der,Orangensaft,,Noun,Orangensäfte,1.6,1
das,Pferd,A2,Noun,Pferde,1.4,1
die,Pizza,A2,Noun,Pizzas,,1
der,Reis,A1,Noun,,,1
der,Saft,A1,Noun,Säfte,1.6,1
das,Salz,A1,Noun,Salze,,1
die,Schokolade,A2,Noun,Schokoladen,,1
das,Schwein,A2,Noun,Schweine,1.4,1
die,Spinne,B2,Noun,Spinnen,1.4,1
die,Suppe,A2,Noun,Suppen,,1
der,Tag,A1,Noun,Tage,1.1,1
der,Tee,A1,Noun,Tees,,1
das,Tier,A2,Noun,Tiere,1.4,1
der,Vogel,A1,Noun,Vögel,1.4,1
das,Wasser,A1,Noun,Wasser,1.6,1
der,Wein,A1,Noun,Weine,,1
die,Zeitung,A1,Noun,Zeitungen,,1
der,Zucker,A2,Noun,Zucker,,1
,ja,,Particle,,1.1,1
,nein,,Particle,,1.1,1
,aus,,Preposition,,1.3,1
,bis,,Preposition,,1.8,1
,alle,A1,Pronoun,,1.5,1
,essen,A1,Verb,,1.4,1
,fressen,B2,Verb,,,1
,haben,A1,Verb,,1.4,1
,heißen,A1,Verb,,1.1,1
,kommen,A1,Verb,,1.3,1
,lesen,A1,Verb,,1.5,1
,schmecken,A1,Verb,,,1
,sein,A1,Verb,,1.2,1
,sprechen,A1,Verb,,,1
,trinken,A1,Verb,,1.4,1
,verstehen,A1,Verb,,,1
,alt,A1,Adjective,,,2
,einfach,A1,Adjective,,,2
,fertig,A1,Adjective,,,2
,frei,A1,Adjective,,1.5,2
,gesund,A2,Adjective,,1.6,2
,groß,A1,Adjective,,1.3,2
,heiß,A1,Adjective,,,2
,hoch,A1,Adjective,,1.8,2
,jung,B2,Adjective,,,2
,kalt,A1,Adjective,,,2
,klein,A1,Adjective,,1.3,2
,kurz,A1,Adjective,,,2
,lang,A1,Adjective,,,2
,langsam,B2,Adjective,,1.4,2
,laut,A1,Adjective,,1.3,2
,leicht,A1,Adjective,,1.7,2
,leise,A1,Adjective,,,2
,lustig,A1,Adjective,,1.1,2
,müde,A1,Adjective,,1.2,2
,neu,A1,Adjective,,1.1,2
,normal,,Adjective,,,2
,perfekt,B1,Adjective,,,2
,richtig,B2,Adjective,,1.7,2
,ruhig,A1,Adjective,,,2
,rund,,Adjective,,,2
,sauber,A1,Adjective,,,2
,schön,A1,Adjective,,1.4,2
,schlecht,A1,Adjective,,1.4,2
,schmutzig,A2,Adjective,,,2
,schnell,A1,Adjective,,1.4,2
,schwach,A2,Adjective,,1.4,2
,schwer,A1,Adjective,,,2
,stark,A1,Adjective,,1.3,2
,teuer,A1,Adjective,,1.4,2
,tief,A2,Adjective,,,2
,toll,A2,Adjective,,1.1,2
,traurig,A2,Adjective,,1.2,2
,warm,A2,Adjective,,1.4,2
,weit,A1,Adjective,,2.2,2
,wichtig,A1,Adjective,,,2
der,Baum,A1,Noun,Bäume,,2
der,Berg,A2,Noun,Berge,,2
die,Blume,A1,Noun,Blumen,,2
die,Erde,B1,Noun,,,2
das,Feuer,A1,Noun,,,2
der,Fleck,B1,Noun,Flecken,,2
das,Hemd,A2,Noun,Hemden,,2
der,Himmel,A2,Noun,,,2
die,Hose,B1,Noun,Hosen,,2
der,Hut,B1,Noun,Hüte,,2
die,Jacke,A1,Noun,Jacken,,2
das,Kleid,A2,Noun,Kleider,,2
die,Kleidung,A1,Noun,,,2
der,Knopf,B1,Noun,Knöpfe,,2
die,Kosmetic,,Noun,,,2
die,Luft,A2,Noun,,,2
der,Mantel,A2,Noun,Mäntel,,2
das,Meer,A2,Noun,Meere,,2
der,Mensch,A2,Noun,Menschen,,2
der,Mond,B1,Noun,,,2
die,Natur,A2,Noun,,,2
der,Ring,A2,Noun,Ringe,,2
der,Rock,A2,Noun,Röcke,,2
der,Schmuck,B1,Noun,,,2
der,Schuh,A1,Noun,Schuhe,,2
die,Sonne,A1,Noun,,,2
der,Stern,B1,Noun,,,2
die,Tasche,A1,Noun,Taschen,,2
die,Tomate,A1,Noun,Tomaten,1.6,2
der,Wind,A1,Noun,,,2
,beginnen,A1,Verb,,1.7,2
,bezahlen,A1,Verb,,,2
,brauchen,A1,Verb,,1.6,2
,bringen,A1,Verb,,,2
,denken,A2,Verb,,,2
,fahren,A1,Verb,,1.5,2
,fallen,A1,Verb,,,2
,gehen,A1,Verb,,,2
,kennen,A1,Verb,,1.7,2
,laufen,A1,Verb,,1.5,2
,leben,A1,Verb,,,2
,lernen,A1,Verb,,,2
,mögen,A1,Verb,,1.1,2
,machen,A1,Verb,,1.5,2
,passen,A2,Verb,,,2
,reichen,B1,Verb,,,2
,rennen,B2,Verb,,,2
,schreiben,A1,Verb,,1.2,2
,schwimmen,A1,Verb,,1.1,2
,sehen,A1,Verb,,1.4,2
,spielen,A1,Verb,,1.2,2
,tragen,A2,Verb,,,2
,waschen,A1,Verb,,,2
,wollen,A1,Verb,,,2
,allein,B2,Adjective,,2.2,3
,andere,A1,Adjective,,,3
,bereit,B2,Adjective,,,3
,wirklich,,Adjective,,,3
,auch,,Adverb,,1.2,3
,da,,Adverb,,,3
,dran,,Adverb,,,3
,genug,A2,Adverb,,,3
,gern,,Adverb,,1.5,3
,immer,,Adverb,,1.2,3
,nicht,,Adverb,,,3
,nie,,Adverb,,1.6,3
,niemals,,Adverb,,,3
,noch,,Adverb,,1.8,3
,nur,,Adverb,,1.6,3
,oft,,Adverb,,1.5,3
,schon,,Adverb,,1.5,3
,so,,Adverb,,,3
,vielleicht,,Adverb,,1.5,3
,wann,,Adverb,,1.5,3
,warum,,Adverb,,1.2,3
,wie,,Adverb,,1.2,3
,wieder,,Adverb,,,3
,wieso,,Adverb,,,3
,wo,,Adverb,,,3
,wofür,,Adverb,,,3
,woher,,Adverb,,1.3,3
,wohin,,Adverb,,,3
,womit,,Adverb,,,3
,worüber,,Adverb,,,3
,zu,,Adverb,,1.4,3
,zusammen,,Adverb,,,3
,aber,,Conjunction,,1.2,3
,dass,,Conjunction,,,3
,denn,,Conjunction,,1.4,3
,doch,,Conjunction,,1.3,3
,entweder,,Conjunction,,,3
,obwohl,,Conjunction,,,3
,oder,,Conjunction,,1.5,3
,sobald,,Conjunction,,,3
,solange,,Conjunction,,,3
,sondern,,Conjunction,,,3
,weder,,Conjunction,,,3
,weil,,Conjunction,,,3
,wenn,,Conjunction,,,3
der,Anfänger,B1,Noun,Anfänger,,3
die,Antwort,A2,Noun,Antworten,,3
das,Baby,A1,Noun,Babys,1.3,3
der,Bahnhof,A1,Noun,Bahnhöfe,2.1,3
der,Balkon,A1,Noun,Balkone,,3
die,Bank,A1,Noun,Banken,,3
der,Besucher,B2,Noun,Besucher,,3
das,Bett,A1,Noun,Betten,,3
die,Beziehung,B1,Noun,Beziehungen,,3
die,Bibliothek,A2,Noun,Bibliotheken,,3
der,Bruder,A1,Noun,Brüder,1.3,3
die,Brücke,A2,Noun,Brücken,,3
der,Bürger,,Noun,Bürger,,3
das,Dach,B1,Noun,Dächer,,3
die,Dame,A1,Noun,Damen,,3
die,Decke,B1,Noun,Decken,,3
das,Dorf,A1,Noun,Dörfer,1.3,3
die,Ecke,A1,Noun,Ecken,,3
die,Eltern,A1,Noun,Eltern,1.3,3
der,Enkel,B1,Noun,Enkel,1.3,3
die,Enkelin,B1,Noun,Enkelinnen,1.3,3
der,Erwachsene,B1,Noun,Erwachsenen,2.2,3
das,Fahrzeug,B1,Noun,Fahrzeuge,,3
die,Familie,A1,Noun,Familien,1.3,3
der,Fan,,Noun,Fans,,3
der,Feind,,Noun,Feinde,,3
das,Fenster,A2,Noun,Fenster,,3
das,Feuerzeug,B1,Noun,Feuerzeuge,,3
das,Flugzeug,A1,Noun,Flugzeuge,,3
die,Frage,A1,Noun,Fragen,,3
der,Freund,A1,Noun,Freunde,1.1,3
die,Freundin,A2,Noun,Freundinnen,1.3,3
der,Garten,A1,Noun,Gärten,,3
der,Gast,A1,Noun,Gäste,,3
das,Gebäude,B1,Noun,Gebäude,,3
der,Gegner,B1,Noun,Gegner,,3
das,Geschlecht,B1,Noun,Geschlechter,,3
die,Geschwister,B2,Noun,,1.3,3
die,Großeltern,A1,Noun,,1.3,3
die,Großmutter,A1,Noun,Großmütter,1.3,3
der,Großvater,A1,Noun,Großväter,1.3,3
die,Gruppe,A1,Noun,Gruppen,,3
das,Haus,A1,Noun,Häuser,1.3,3
der,Herr,A1,Noun,Herren,1.1,3
das,Hotel,A1,Noun,Hotels,,3
der,Keller,A2,Noun,Keller,,3
die,Küche,A1,Noun,Küchen,,3
das,Ladegerät,,Noun,Ladegeräte,,3
die,Lampe,A2,Noun,Lampen,,3
das,Land,A1,Noun,Länder,1.3,3
die,Leute,B2,Noun,,,3
das,Licht,A1,Noun,Lichter,,3
der,Markt,A2,Noun,Märkte,,3
das,Mitglied,B1,Noun,Mitglieder,,3
das,Möbel,A1,Noun,Möbel,,3
die,Mutter,A1,Noun,Mütter,1.3,3
der,Nachbar,A2,Noun,Nachbarn,,3
der,Name,A1,Noun,Namen,,3
die,Oma,A1,Noun,Omas,1.3,3
der,Opa,A1,Noun,Opas,1.3,3
das,Paar,A2,Noun,Paare,,3
der,Park,A2,Noun,Parks,,3
der,Partner,A1,Noun,Partner,1.6,3
die,Person,,Noun,Personen,,3
das,Publikum,B1,Noun,,,3
das,Restaurant,A1,Noun,Restaurants,2.2,3
das,Spielzeug,B1,Noun,Spielzeuge,,3
das,Schlafzimmer,A2,Noun,Schlafzimmer,,3
das,Schloss,B1,Noun,Schlösser,2.1,3
der,Schlüssel,A1,Noun,Schlüssel,,3
der,Schrank,A1,Noun,Schränke,,3
die,Schule,A1,Noun,Schulen,1.1,3
die,Schwester,A1,Noun,Schwestern,1.3,3
das,Sofa,A1,Noun,Sofas,,3
der,Sohn,A1,Noun,Söhne,1.3,3
die,Stadt,A1,Noun,Städte,,3
die,Steckdose,B1,Noun,Steckdosen,,3
die,Straße,A1,Noun,Straßen,,3
der,Stuhl,A2,Noun,Stühle,,3
der,Teppich,B1,Noun,Teppiche,,3
der,Tisch,A1,Noun,Tische,,3
die,Tochter,A1,Noun,Töchter,1.3,3
die,Treppe,A1,Noun,Treppen,,3
die,Tür,A2,Noun,Türen,,3
der,Vater,A1,Noun,Väter,1.3,3
der,Vegetarier,,Noun,Vegetarier,,3
der,Vorname,A1,Noun,Vornamen,1.1,3
die,Wand,B1,Noun,Wände,,3
das,Werkzeug,B1,Noun,Werkzeuge,,3
die,Wohnung,A1,Noun,Wohnungen,,3
das,Wohnzimmer,A2,Noun,Wohnzimmer,,3
der,Zaun,B2,Noun,Zäune,,3
das,Zeug,B1,Noun,,,3
das,Zimmer,A1,Noun,Zimmer,1.6,3
,alles,,Pronoun,,,3
,beide,,Pronoun,,,3
,diese,A2,Pronoun,,2.1,3
,etwas,,Pronoun,,1.8,3
,jede,A2,Pronoun,,2.1,3
,jemand,,Pronoun,,,3
,kein,A1,Pronoun,,1.3,3
,keiner,,Pronoun,,,3
,manche,A1,Pronoun,,,3
,nichts,,Pronoun,,,3
,niemand,,Pronoun,,,3
,paar,A2,Pronoun,,1.6,3
,viel,A1,Pronoun,,1.5,3
,viele,B2,Pronoun,,,3
,was,,Pronoun,,1.5,3
,welche,,Pronoun,,1.3,3
,wen,,Pronoun,,,3
,wem,,Pronoun,,,3
,wer,,Pronoun,,1.2,3
,wessen,,Pronoun,,,3
,antworten,A1,Verb,,,3
,bauen,A2,Verb,,,3
,fragen,A1,Verb,,,3
,ähnlich,B1,Adjective,,,4
,billig,A1,Adjective,,1.4,4
,blau,A1,Adjective,,1.3,4
,braun,A1,Adjective,,1.3,4
,bunt,A1,Adjective,,,4
,dritte,A1,Adjective,,,4
,erste,A1,Adjective,,,4
,fünfte,A1,Adjective,,,4
,gelb,A1,Adjective,,1.3,4
,gratis,,Adjective,,,4
,grau,A1,Adjective,,1.3,4
,grün,A1,Adjective,,1.3,4
,hören,A1,Verb,,1.5,3
,öffnen,A1,Verb,,,3
,schlafen,A1,Verb,,1.4,3
,sechste,A1,Adjective,,,4
,siebte,,Adjective,,,4
,reich,A2,Adjective,,,4
,rot,A1,Adjective,,1.3,4
,salzig,B1,Adjective,,,4
,sauer,A2,Adjective,,1.2,4
,scharf,A2,Adjective,,,4
,schwanger,A2,Adjective,,,4
,schwarz,A1,Adjective,,1.3,4
,verheiratet,A1,Adjective,,,4
,vierte,A1,Adjective,,,4
,weiß,A1,Adjective,,1.3,4
,zweite,A1,Adjective,,,4
das,Abendessen,A2,Noun,Abendessen,,4
das,Abenteuer,B1,Noun,Abenteuer,,4
die,Apotheke,A2,Noun,Apotheken,,4
die,Arbeit,A1,Noun,Arbeiten,,4
der,Arbeitgeber,,Noun,Arbeitgeber,,4
die,Arbeitgeberin,,Noun,Arbeitgeberinnen,,4
der,Arbeitnehmer,,Noun,Arbeitnehmer,,4
die,Arbeitnehmerin,,Noun,Arbeitnehmerinnen,,4
der,Architekten,B1,Noun,Architekten,,4
die,Architektin,B1,Noun,Architektinnen,,4
der,Arm,A1,Noun,Ärme,1.8,4
der,Arzt,A1,Noun,Ärzte,,4
die,Ärztin,,Noun,Ärztinnen,,4
das,Auge,A1,Noun,Augen,1.8,4
das,Auto,A1,Noun,Autos,1.3,4
der,Autor,B1,Noun,Autoren,,4
die,Autorin,B1,Noun,Autorinnen,,4
der,Bäcker,A2,Noun,Bäcker,,4
die,Bäckerei,A1,Noun,Bäckereien,,4
die,Bäckerin,,Noun,Bäckerinnen,,4
die,Bahn,A1,Noun,Bahnen,2.1,4
der,Bauer,B1,Noun,Bauern,,4
die,Bäuerin,,Noun,Bäuerinnen,,4
die,Baumwolle,,Noun,,,4
die,Bedienung,B2,Noun,Bedienungen,,4
das,Bein,A1,Noun,Beine,1.8,4
der,Beruf,A1,Noun,Berufe,,4
der,Besuch,A2,Noun,,,4
der,Beton,,Noun,,,4
das,Blut,B2,Noun,,,4
die,Bohne,A2,Noun,Bohnen,,4
das,Boot,B1,Noun,Boote,,4
die,Brust,B1,Noun,Brüste,,4
der,Brustkorb,,Noun,Brustkörbe,,4
der,Bürgermeister,,Noun,Bürgermeister,,4
der,Bus,A1,Noun,Busse,1.6,4
die,Bushaltestelle,,Noun,,,4
die,Butter,A1,Noun,,,4
der,Cent,A1,Noun,Cent,,4
der,Chef,A1,Noun,Chefs,,4
die,Chefin,A2,Noun,Chefinnen,,4
der,Cousin,B1,Noun,Cousins,1.3,4
die,Cousine,B1,Noun,Cousinen,1.3,4
der,Dollar,,Noun,Dollars,,4
das,Dutzend,,Noun,Dutzend,,4
der,Einkaufswagen,B2,Noun,,,4
das,Eisen,,Noun,,,4
der,Euro,A1,Noun,Euros,,4
das,Fahrrad,A1,Noun,Fahrräder,1.5,4
die,Fähre,B1,Noun,Fähren,2.2,4
der,Fahrer,A1,Noun,Fahrer,,4
die,Fahrt,,Noun,,,4
die,Farbe,A1,Noun,Farben,1.3,4
die,Ferien,A2,Noun,,,4
die,Feuerwehr,B1,Noun,Feuerwehren,,4
der,Flug,A2,Noun,Flüge,2.2,4
das,Frühstück,A1,Noun,Frühstücke,,4
der,Fuß,A1,Noun,Füße,1.8,4
die,Gabel,A2,Noun,Gabeln,,4
das,Geld,A1,Noun,Gelder,1.6,4
der,Geldautomat,B1,Noun,Geldautomaten,,4
das,Geschäft,A1,Noun,,,4
der,Geschäftsführer,,Noun,Geschäftsführer,,4
das,Gesicht,A2,Noun,Gesichter,,4
das,Getränk,A1,Noun,Getränke,,4
das,Glas,A1,Noun,Gläser,2.2,4
das,Gold,B1,Noun,,,4
der,Gutschein,,Noun,Gutscheine,,4
das,Haar,,Noun,Haare,,4
der,Hals,A2,Noun,Hälse,1.8,4
die,Hand,A1,Noun,Hände,1.8,4
die,Hauptspeise,,Noun,Hauptspeisen,,4
die,Haut,B1,Noun,Häute,,4
das,Hähnchen,A1,Noun,Hähnchen,,4
die,Hälfte,B1,Noun,Hälften,,4
der,Händler,B1,Noun,Händler,,4
das,Herz,B1,Noun,Herzen,,4
die,Hochzeit,A1,Noun,Hochzeiten,,4
das,Holz,B1,Noun,,,4
der,Honig,B1,Noun,Honige,,4
das,Huhn,B2,Noun,Hühner,1.4,4
die,Kasse,A1,Noun,,,4
der,Knoblauch,B2,Noun,,,4
der,Koch,A1,Noun,Köche,,4
die,Köchin,,Noun,Köchinnen,,4
der,Kopf,A1,Noun,Köpfe,1.8,4
der,Körper,A2,Noun,Körper,,4
der,Kuchen,A1,Noun,Kuchen,1.6,4
der,Kunde,A1,Noun,Kunden,,4
die,Kundin,A2,Noun,,,4
das,Kupfer,,Noun,,,4
der,Laden,B2,Noun,Läden,,4
das,Leder,B2,Noun,,,4
der,Lehrer,A1,Noun,Lehrer,1.7,4
die,Lehrerin,A1,Noun,Lehrerinnen,1.7,4
der,Liter,,Noun,,,4
der,Löffel,A2,Noun,Löffel,,4
der,Magen,A2,Noun,Mägen,,4
der,Marktplatz,,Noun,,,4
die,Marmelade,B1,Noun,Marmeladen,1.6,4
die,Mathematik,,Noun,,,4
die,Mauer,B1,Noun,Mauern,,4
der,Meister,B1,Noun,Meister,1.5,4
die,Meisterin,,Noun,Meisterinnen,1.5,4
das,Messer,A2,Noun,Messer,,4
das,Metall,B1,Noun,,,4
der,Meter,,Noun,Meter,,4
der,Mietwagen,B2,Noun,,,4
der,Mitarbeiter,,Noun,Mitarbeiter,,4
die,Mitarbeiterin,,Noun,Mitarbeiterinnen,,4
der,Mittag,A1,Noun,Mittage,,4
das,Mittagessen,A2,Noun,,,4
das,Motorrad,B1,Noun,Motorräder,2.2,4
der,Mund,A1,Noun,Münder,1.8,4
das,Müsli,B2,Noun,Müslis,,4
die,Nachspeise,B2,Noun,Nachspeisen,,4
die,Nase,B1,Noun,Nasen,1.8,4
der,Neffe,B1,Noun,Neffen,1.3,4
die,Nichte,B1,Noun,Nichten,1.3,4
die,Nummer,A1,Noun,Nummern,,4
die,Nuss,A2,Noun,Nüsse,,4
das,Ohr,A2,Noun,Ohren,1.8,4
der,Onkel,B1,Noun,Onkel,1.3,4
das,Papier,A1,Noun,,,4
die,Pappe,,Noun,Pappen,,4
die,Partnerschaft,,Noun,Partnerschaften,,4
der,Pass,A1,Noun,Pässe,,4
der,Pilz,B1,Noun,Pilze,,4
das,Plastik,B1,Noun,,,4
der,Preis,A1,Noun,Preise,1.8,4
der,Professor,B1,Noun,Professoren,,4
die,Professorin,B1,Noun,Professorinnen,,4
das,Prozent,B1,Noun,,,4
die,Reise,A1,Noun,Reisen,,4
der,Reiseführer,B1,Noun,Reiseführer,,4
das,Rezept,A2,Noun,Rezepte,,4
der,Rücken,A2,Noun,Rücken,,4
der,Salat,A1,Noun,Salate,2.2,4
der,Sand,B1,Noun,,,4
der,Schüler,A2,Noun,Schüler,1.6,4
die,Schülerin,A2,Noun,Schülerinnen,1.6,4
die,Schulter,B1,Noun,Schultern,1.8,4
die,Sehenswürdigkeit,,Noun,Sehenswürdigkeiten,,4
der,Senf,B2,Noun,Senfe,,4
der,Senior,B2,Noun,Senioren,,4
das,Silber,,Noun,,,4
die,Seniorin,,Noun,Seniorinnen,,4
das,Sonderangebot,B1,Noun,Sonderangebote,,4
die,Speisekarte,A1,Noun,Speisekarten,,4
der,Stadtplan,A2,Noun,Stadtpläne,,4
der,Stahl,,Noun,,,4
der,Stein,B1,Noun,Steine,,4
die,Strecke,B1,Noun,Strecken,,4
der,Student,A1,Noun,Studenten,,4
die,Studentin,A2,Noun,Studentinnen,,4
die,Summe,B1,Noun,Summen,,4
die,Tante,B1,Noun,Tanten,1.3,4
das,Taxi,A1,Noun,Taxis,,4
die,Telefonnummer,B1,Noun,Telefonnummern,1.1,4
der,Tourismus,B1,Noun,,,4
der,Trainer,B1,Noun,Trainer,,4
das,Trinkgeld,B1,Noun,,,4
die,Tour,A2,Noun,,,4
die,Tüte,B1,Noun,Tüten,,4
der,Urlaub,A1,Noun,Urlaube,,4
der,Verkäufer,B1,Noun,Verkäufer,,4
die,Verkäuferin,B1,Noun,Verkäuferinnen,,4
der,Verkehr,A2,Noun,,,4
die,Verspätung,A2,Noun,,,4
die,Verwandte,,Noun,Verwandten,,4
das,Visum,,Noun,Visa,,4
die,Vorspeise,,Noun,Vorspeisen,,4
der,Weg,A2,Noun,Wege,,4
die,Wolle,B2,Noun,,,4
die,Zahl,A2,Noun,Zahlen,1.1,4
der,Zahn,A2,Noun,Zähne,1.8,4
die,Zitrone,A2,Noun,Zitronen,,4
der,Zoll,A1,Noun,Zölle,,4
der,Zug,A2,Noun,Züge,2.2,4
die,Zwiebel,B1,Noun,Zwiebeln,,4
der,Zwilling,,Noun,Zwillinge,1.3,4
,null,A1,Numeral,,1.1,4
,eins,A1,Numeral,,1.1,4
,zwei,A1,Numeral,,1.1,4
,drei,A1,Numeral,,1.1,4
,vier,A1,Numeral,,1.1,4
,fünf,A1,Numeral,,1.1,4
,sechs,A1,Numeral,,1.1,4
,sieben,A1,Numeral,,1.1,4
,acht,A1,Numeral,,1.1,4
,neun,A1,Numeral,,1.1,4
,zehn,A1,Numeral,,1.1,4
,elf,A1,Numeral,,1.2,4
,zwölf,A1,Numeral,,1.2,4
,dreizehn,A1,Numeral,,1.2,4
,vierzehn,A1,Numeral,,1.2,4
,fünfzehn,A1,Numeral,,1.2,4
,sechzehn,A1,Numeral,,1.2,4
,siebzehn,A1,Numeral,,1.2,4
,achtzehn,A1,Numeral,,1.2,4
,neunzehn,A1,Numeral,,1.2,4
,zwanzig,A1,Numeral,,1.2,4
,dreißig,A1,Numeral,,1.2,
,vierzig,A1,Numeral,,1.2,4
,fünfzig,A1,Numeral,,1.2,4
,sechzig,A1,Numeral,,1.2,4
,siebzig,A1,Numeral,,1.2,4
,achtzig,A1,Numeral,,1.2,4
,neunzig,A1,Numeral,,1.2,4
,hundert,A1,Numeral,,1.2,4
,tausend,A1,Numeral,,1.6,4
die,Milliarde,,Numeral,Milliarden,2.2,4
die,Million,,Numeral,Millionen,2.2,4
,an,,Preposition,,,4
,auf,,Preposition,,1.2,4
,außer,,Preposition,,,4
,bei,,Preposition,,1.3,4
,durch,,Preposition,,,4
,einschließlich,,Preposition,,,4
,entlang,,Preposition,,,4
,für,,Preposition,,,4
,gegen,,Preposition,,2.1,4
,hinter,,Preposition,,,4
,in,,Preposition,,,4
,mit,,Preposition,,1.2,4
,nach,,Preposition,,1.7,4
,neben,,Preposition,,,4
,ohne,,Preposition,,,4
,seit,,Preposition,,,4
,über,,Preposition,,2.2,4
,unter,,Preposition,,,4
,um,,Preposition,,1.7,4
,von,,Preposition,,2.2,4
,vor,,Preposition,,1.7,4
,während,,Preposition,,,4
,wegen,,Preposition,,,4
,zwischen,,Preposition,,,4
,irgendwann,,Pronoun,,,4
,irgendwas,,Pronoun,,,4
,irgendwer,,Pronoun,,,4
,irgendwie,,Pronoun,,,4
,irgendwo,,Pronoun,,,4
,abfahren,A1,Verb,,,4
,abnehmen,B1,Verb,,,4
,anmachen,A1,Verb,,,4
,anrufen,A1,Verb,,,4
,arbeiten,A1,Verb,,,4
,besitzen,B1,Verb,,,4
,bleiben,A1,Verb,,,4
,buchen,A2,Verb,,,4
,danken,A1,Verb,,,4
,drücken,A1,Verb,,,4
,einkaufen,A1,Verb,,,4
,fliegen,A1,Verb,,2.2,4
,folgen,B1,Verb,,,4
,frühstücken,A1,Verb,,,4
,geben,A1,Verb,,,4
,gehören,A1,Verb,,,4
,gewinnen,A1,Verb,,1.2,4
,handeln,B1,Verb,,,4
,helfen,A1,Verb,,,4
,kaputt,A1,Adjective,,1.2,5
,kaufen,A1,Verb,,1.6,4
,kochen,A1,Verb,,,4
,kosten,A1,Verb,,,4
,lassen,A2,Verb,,,4
,legen,A1,Verb,,,4
,nehmen,A1,Verb,,1.8,4
,rufen,A2,Verb,,,4
,sagen,A1,Verb,,,4
,sitzen,A1,Verb,,,4
,überweisen,A1,Verb,,,4
,verkaufen,A1,Verb,,,4
,vorlesen,B2,Verb,,,4
,wandern,A1,Verb,,,4
,zahlen,A1,Verb,,2.2,4
,zeigen,A1,Verb,,,4
,zuhören,A2,Verb,,,4
,abhängig,B1,Adjective,,,5
,aktiv,A2,Adjective,,,5
,allgemein,B1,Adjective,,,5
,ausgezeichnet,B2,Adjective,,,5
,automatisch,A1,Adjective,,,5
,begeistert,B1,Adjective,,,5
,bekannt,A1,Adjective,,,5
,beliebt,A2,Adjective,,,5
,besser,A1,Adjective,,1.5,5
,deutlich,A2,Adjective,,,5
,echt,A2,Adjective,,2.2,5
,egal,,Adjective,,,5
,eindeutig,B1,Adjective,,,5
,extrem,B1,Adjective,,,5
,falsch,A1,Adjective,,,5
,fest,,Adjective,,,5
,fit,A2,Adjective,,,5
,ganz,A2,Adjective,,,5
,gemeinsam,,Adjective,,1.7,5
,gewöhnlich,B1,Adjective,,,5
,hart,B2,Adjective,,,5
,hilfreich,,Adjective,,,5
,individuell,B1,Adjective,,,5
,international,A1,Adjective,,,5
,knapp,,Adjective,,,5
